label;prediction;url
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/je-pro-sro-zavazne-pravni-jednani-ucinene-jednatelem-v-rozporu-se-stanovenym-zpusobem-zastupovani-sro-112874.html/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/objevte-umeni-dokonaleho-upletu-113440.html/index.html
0;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.idnes.cz/zpravy/zahranicni/valka-na-ukrajine-rusko-spinava-bomba-sojgu-lecornu.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/konsepti-inside-of-life-uz-25-let-111224.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/mixano-varene-smesi-vraci-do-jidelnicku-nasich-psu-prirozenost48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/vitesco-technologies-nasadila-system-condition-monitoring-od-siemens48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/dubaj-je-zimnim-jadranem-cechu-laka-na-levne-letenky-i-dovolene1fd3.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ekonomika/pristupem-k-zivotu-me-pacienti-uci-neco-noveho-kazdy-den-rika-sestra48f7.html
1;1;vojta/investicniweb.cz/autor/komercni-sdeleni/www.investicniweb.cz/spolecnost-gevorkyan-upisuje-akcie-na-trhu-start-prazske-burzy-investory-laka-unikatnim-know-how.html
0;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/zaloba-na-neplatnost-usneseni-valne-hromady-110384.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/nove-modely-jizdnich-kol-a-elektrokol-leader-fox-s-komponenty-s-ride48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/budejovice/festival-krumlov-zacina-jiz-tento-vikend.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/olomouc/pivovar-zubr-opet-vyhral-v-soutezi-zlaty-pohar-pivex-pivo-202248f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/sport/pokud-chcete-vitezit-musite-do-toho-dat-vsechno.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/autorizovana-konverze-manazerske-vystupy-a-dalsi-nastroje-pro-lepsi-efektivitu-evolio-odhaluje-novinky-114432.html/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/siemens-predstavi-reseni-pro-flexibilni-odolnou-a-uspornou-vyrobu48f7.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/01-2022/plne-verze/perfect-pdf-10-premium/index.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/ryzen-5-5600-otestovan-nastupce-bestselleru-amd-je-v-mnohem-vyhodnejsi-nez-core-i5-12400f/20/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/recenze-nejvyhodnejsiho-procesoru-do-nizkorozpoctovych-pocitacu-na-hry-intel-core-i3-10105f/13/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/msi-mag-z690-tomahawk-wifi-pameti-ddr5-a-robustni-napajeni-za-jeste-rozumne-penize-test/4/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/komercni_sdeleni/index3cf6.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/liberec/obchodni-akademie-v-liberci-vyslala-do-zahranici-studenty-i-vyucujici.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/hp-xerox-akvizice-33-miliard-dolaru-spekulace.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/vzdelani-je-klicovym-pilirem-kyberneticke-a-informacni-bezpecnosti-109704.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/technologii-proti-suchu-pomoci-muze-5g-i-chytra-sprcha48f7.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/08-2021/obsah-chip-dvd-08-2021/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/hobby/barva-ktera-zvysi-tepelnou-pohodu-a-snizi-naklady-na-vytapeni48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/nejkrasnejsi-vanocni-darek-je-ten-z-kuze48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2008/chip-03-2008/format-24p/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/pres-250-advokatnich-kancelari-a-podpora-uzivatelum-do-5-minut-prectete-si-o-uspesich-evolia-v-rozhovoru-s-janem-tkacem-113908b83a.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ekonomika/firmy-se-chrani-proti-kybernetickym-utokum-co-kdyz-se-ale-stane1fd3.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2018/chip-8-2018/tesla-pro-kazdeho/index.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/asus-rog-maximus-z690-hero-draha-deska-pro-narocne-a-sporive-uzivatele-recenze/33/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/developer-udi-group-cesku-jeste-dame-sanci-chystame-zde-akvizice.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2012/chip-06-2012/obsah-06-12/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/plzen/motorkari-pozor-novy-motorrad-centrum-invelt-otevrel-sve-brany48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2006/chip-02-2006/chip-top-10-1-11/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/nez-zacnete-stavet-dum-pouzijte-konfigurator.html
1;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.lidovky.cz/pr/sdeleni-komercni/analytici-xtb-trzni-vyhled-pro-rok-2022.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2010/balik-zabavy/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/znameni-doby-nedostatek-cipu-uz-je-vsude-uz-i-raspberry-pi-4-zdrazeni-nedostupnost/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/bydleni/trendy-dekorace-pro-podzimni-domov1fd3.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/jenom-mzda-nestaci-it-odbornici-chteji-viceba93.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/diagnoza-neplodnost-reste-ji-nez-bude-pozde.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/jak-se-presvedcit-ze-na-internetu-surfuji-bezpecne/index.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2008/chip-10-2008/casova-osa-notebooky/index.html
1;0;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.lidovky.cz/pr/sdeleni-komercni/co-nabidne-zimni-letovy-rad-cesi-vyrazi-do-egypta-i-saudske-arabie48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/bydleni/spotovy-tarif-energii-se-zakaznikum-vyplaci.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ona/chcete-napadite-osvetleni-inspirujte-se-trendy48f7.html
0;1;vojta/investicniweb.cz/autor/komercni-sdeleni/www.investicniweb.cz/investice/strategie-analyzy-tipy/co-stoji-v-ceste-uspechu-vasi-investice-moc-myslite.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/wellness-spa-hotel-villa-regenhart-112638b83a.html
0;1;vojta/aktualne.cz/l~b:vs:6f717d9ae0a3f2869c1ab03b4f7/zpravy.aktualne.cz/domaci/analyza-druhe-kolo-babis/r_c35f4f10719a11ed82b7ac1f6b220ee8/index.html
0;0;vojta/investicniweb.cz/autor/komercni-sdeleni/www.investicniweb.cz/trh-nemovitosti-ve-volatilni-dobe-hypoteky-sazby-ceny-na-vlnach-zmen.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/nove-bmw-rady-3-touring-109716.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/ochrana-autorskeho-dila-online-za-par-minut-115210.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2007/chip-10-2007/dokonaly-prohlizec/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/temata/nejlepsi-bezplatny-nastroj-na-strih-videa-davinci-resolve-je-dostupny-v-nove-verzi/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/sport/projekt-ceske-unie-sportu-tipsport-sportuj-s-nami-laka-verejnost.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/rubriky/tipy-a-triky-earchiv/chytrejsi-televize-diky-chromecastu/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/bydleni/usetrete-za-vytapeni-a-elektrinu-s-chytrym-topenim-aeno-premium-eco.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/detska-lecebna-v-jeskyni-i-dostupnejsi-elektrina-ze-slunce-projekty-cez-esco-zabodovaly-v-soutezi-udrzitelnych-projektu-budoucnosti-113996b83a.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/gin-jaro-111148.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2006/chip-04-2006/knizni-novinky-1-5/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/cestovatelsky-newsfilter-maledivy-slavi-a-novy-zeland-je-bez-omezeni1fd3.html
0;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/proc-bych-si-pral-aby-byl-kazdy-politicky-vzdelan-aneb-o-nedokonalosti-demokracie-a-skodlivosti-perfekcionismu-112502b83a.html
0;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/rubriky/hardware-archiv/akceleratory-fyziky-superrealne-3d-svety/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/brno/detsky-den-v-kamposu48f7.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/05-2015/aomei-backupper-professional-2-5/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/hradec/black-friday-jako-priprava-na-vanoce-i-v-auparku48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/sifrovany-usb-flash-disk-ktery-se-vejde-na-vasi-klicenku48f7.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/wolters-kluwer-vydal-na-trhu-prvni-komentar-k-zakonu-o-nahrade-ujmy-zpusobene-povinnym-ockovanim-112181b83a.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/digital-health/chytra-luzkova-podlozka-anume-care-pomaha-vpeci-o-seniory/index.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/regionalni-site-dvb-t2-prehled-jak-naladit/index.html
0;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2013/chip-05-2013/prukopnici-it/index.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/test-procesoru-amd-ryzen-7-5700x-proti-5800x-vykon-nizsi-pouze-o-par-procent-spotreba-polovicni/4/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zlin/na-zlinske-barumce-se-predstavi-agrotec-group-nabidne-tymy-i-zabavu48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/benu-centrum-prevence-pecujeme-o-vase-zdravi.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/neplatte-za-vodu-takto-poznate-ze-kupujete-kvalitni-zmrazene-ryby48f7.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/mobil/huawei-mate-50-pro-je-oficialne-k-mani-na-ceskem-trhu.A221006_121745_mob-sdeleni_zuje/tisk.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/jihlava/enviropol-ekologie-a-trvala-udrzitelnost.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/budejovice/leto-v-borsove-zakonci-americkym-rodeem-a-staroceskymi-dozinkami48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/plzen/chcete-si-doplnit-vzdelani-atraktivni-obory-nabizi-bean-stankov48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/tipy-triky/jak-pouzivat-televizor-aby-spotreboval-mene-elektriny/index.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2017/chip-3-2017/preprodej-zakazan/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2007/chip-12-2007/nakupni-radce/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/brnanum-se-rozsiruji-moznosti-kam-se-obratit-oh/index.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/msi-vlastni-ssd-spatium-m370-m470-m480-vydani-parametry.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/wellness-spa-hotel-villa-regenhart-113903b83a.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/liberec/poctu-hejtmana-libereckeho-kraje-obdrzelo-osm-mimoradnych-osobnosti.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/rubriky/komunikace-archiv/dalsi-rychlik/index.html
1;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/recenze-asus-zenbook-duo-ux482-povedeny-notebook-se-dvema-displeji/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/10-2022/obsah-chip-dvd-10-2022/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/jihlava/tvorime-vodikovou-budoucnost48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ona/tipy-na-darky-do-500-korun-vanoce-s-josefem-ladou-a-prakticke-radosti48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/brno/caravaning-brno-cesta-k-vasemu-dobrodruzstvi1fd3.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/hobby/jak-starne-pes-zjistete-jaky-vek-ma-v-prepoctu-na-lidska-leta48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/usti/ustecky-kraj-predstavuje-novy-smer-komunikace-meni-logo-i-svou-image.html
0;1;vojta/aktualne.cz/l~b:vs:6f717d9ae0a3f2869c1ab03b4f7/zpravy.aktualne.cz/domaci/zdravotnictvi/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/07-2015/amc-security-pro/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/vary/jak-se-zmenilo-inovacni-prostredi-karlovarskeho-kraje-za-3-roky.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/investice-do-retail-parku-jako-proverena-jistota-113915.html/index.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2012/chip-08-2012/obsah-08-12/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/olomouc/kdo-pracuje-v-precheze48f7.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/cena-za-krach-spojeni-s-nvidii-arm-chysta-masivni-propousteni-snizuje-naklady-pred-ipo/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/test-oki-c650dn/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/usti/v-livinove-zahajila-pusobeni-nova-stredni-prumyslova-skola48f7.html
1;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.lidovky.cz/pr/sdeleni-komercni/nepredstavitelne-se-stava-realnym-objevte-tajemnou-saudskou-arabiiba93.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/bydleni/fotovoltaicke-elektrarny-prilezitost-nebo-utopie48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ona/na-oslavy-15-narozenin-fashion-areny-dorazilo-bezmala-50-tisic-zakazniku48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/amd-a-nvidia-predstavily-levne-alternativy-grafickych-karet/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/trzni-podily-vyrobcu-grafik-za-q2-2015-cely-trh-se-potapi-nejhur-bylo-s-amd/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/dress-code-je-gentlemanuv-velmi-dobry-pritel-112289.html/index.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/facebook-se-chce-prejmenovat-proc-a-jaka-jsou-mozna-nova-jmena/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/budejovice/milan-kral-otevrenim-noveho-autosalonu-vse-teprve-zacalo.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/budejovice/jihoceske-muzeum-zve-na-vystavu-masozravych-rostlin48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/nova-spalovna-chce-pardubickemu-kraji-pomoci-s-odpadem48f7.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/seznamte-se-s-designery-slovenske-znacky-javorina-112043.html/index.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/wellness-spa-hotel-villa-regenhart-111956b83a.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/advanced-systemcare.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/liberec/luxus-ktery-naleznete-na-upati-hor.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2012/chip-03-2012/freeware-03-12/index.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/07-2015/mailwasher-pro-7-5/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/jenom-mzda-nestaci-it-odbornici-chteji-vice.A221108_135301_prahah-sdeleni_hradr/tisk.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/olomouc/tip-nejhezci-vystup-na-kralicky-sneznik-je-od-stribrne-twiggy48f7.html
0;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.idnes.cz/volby/prezidentske/2023/billboardy-prezidentska-volba-nerudova-babis-petr-pavel-karel-janecek-basta.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/zillertal-aktualne-fantasticke-podminky-pro-jarni-lyzovani48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/brno/chcete-v-brne-vice-zelene-koncertu-nebo-hrist-hlasujte-v-dame-na-vas48f7.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/intel-kupuje-tower-semiconductor-chce-ziskat-pozice-ve-foundry-zakazkove-vyrobe-cipu/index.html
0;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2013/chip-12-2013/spionazni-technologie/index.html
